Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
525.193230875,0,0,0,0,0,1,1,1
525.193260042,0,1,0,0,0,1,1,1
525.193361667,0,0,0,0,0,1,1,1
525.193399917,0,0,1,0,0,1,1,1
525.194686125,0,0,0,0,0,1,1,1
525.194691167,0,0,0,1,0,1,1,1
525.194847125,0,0,0,0,0,1,1,1
525.194853167,0,0,0,0,1,1,1,1
525.194948792,0,0,0,0,0,1,1,1
525.194954833,0,0,0,0,1,1,1,1
525.194976958,0,0,0,0,0,1,1,1
525.195006125,0,1,0,0,0,1,1,1
525.195107792,0,0,0,0,0,1,1,1
525.195146042,0,0,1,0,0,1,1,1
525.196432208,0,0,0,0,0,1,1,1
525.196437250,0,0,0,1,0,1,1,1
525.196595250,0,0,0,0,0,1,1,1
525.196601292,0,0,0,0,1,1,1,1
525.196696875,0,0,0,0,0,1,1,1
525.196702917,0,0,0,0,1,1,1,1
525.196725042,0,0,0,0,0,1,1,1
525.196754250,0,1,0,0,0,1,1,1
525.196855875,0,0,0,0,0,1,1,1
525.196894125,0,0,1,0,0,1,1,1
525.198180292,0,0,0,0,0,1,1,1
525.198185333,0,0,0,1,0,1,1,1
525.198341333,0,0,0,0,0,1,1,1
525.198347333,0,0,0,0,1,1,1,1
525.198442958,0,0,0,0,0,1,1,1
525.198449000,0,0,0,0,1,1,1,1
525.198471125,0,0,0,0,0,1,1,1
525.198500333,0,1,0,0,0,1,1,1
525.198601958,0,0,0,0,0,1,1,1
525.198640208,0,0,1,0,0,1,1,1
525.199926417,0,0,0,0,0,1,1,1
525.199931417,0,0,0,1,0,1,1,1
525.200089458,0,0,0,0,0,1,1,1
525.200095458,0,0,0,0,1,1,1,1
525.200191083,0,0,0,0,0,1,1,1
525.200197125,0,0,0,0,1,1,1,1
525.200219292,0,0,0,0,0,1,1,1
525.200248458,0,1,0,0,0,1,1,1
525.200350125,0,0,0,0,0,1,1,1
525.200388333,0,0,1,0,0,1,1,1
525.201674500,0,0,0,0,0,1,1,1
525.201679542,0,0,0,1,0,1,1,1
525.201835542,0,0,0,0,0,1,1,1
525.201841583,0,0,0,0,1,1,1,1
525.201937167,0,0,0,0,0,1,1,1
525.201943208,0,0,0,0,1,1,1,1
525.201965333,0,0,0,0,0,1,1,1
525.201994542,0,1,0,0,0,1,1,1
525.202096167,0,0,0,0,0,1,1,1
525.202134417,0,0,1,0,0,1,1,1
525.203420583,0,0,0,0,0,1,1,1
525.203425583,0,0,0,1,0,1,1,1
525.203583583,0,0,0,0,0,1,1,1
525.203589625,0,0,0,0,1,1,1,1
525.203685250,0,0,0,0,0,1,1,1
525.203691292,0,0,0,0,1,1,1,1
525.203713417,0,0,0,0,0,1,1,1
525.203742583,0,1,0,0,0,1,1,1
525.203844250,0,0,0,0,0,1,1,1
525.203882500,0,0,1,0,0,1,1,1
525.205168625,0,0,0,0,0,1,1,1
525.205173667,0,0,0,1,0,1,1,1
525.205329667,0,0,0,0,0,1,1,1
525.205335708,0,0,0,0,1,1,1,1
525.205431292,0,0,0,0,0,1,1,1
525.205437333,0,0,0,0,1,1,1,1
525.205459500,0,0,0,0,0,1,1,1
525.205488667,0,1,0,0,0,1,1,1
525.205590333,0,0,0,0,0,1,1,1
525.205628583,0,0,1,0,0,1,1,1
525.206914750,0,0,0,0,0,1,1,1
525.206919792,0,0,0,1,0,1,1,1
525.207077792,0,0,0,0,0,1,1,1
525.207083833,0,0,0,0,1,1,1,1
525.207179458,0,0,0,0,0,1,1,1
525.207185500,0,0,0,0,1,1,1,1
525.207207625,0,0,0,0,0,1,1,1
525.207236792,0,1,0,0,0,1,1,1
525.207338458,0,0,0,0,0,1,1,1
525.207376667,0,0,1,0,0,1,1,1
525.208662875,0,0,0,0,0,1,1,1
525.208667917,0,0,0,1,0,1,1,1
525.208823917,0,0,0,0,0,1,1,1
525.208829958,0,0,0,0,1,1,1,1
525.208925583,0,0,0,0,0,1,1,1
525.208931625,0,0,0,0,1,1,1,1
525.208953750,0,0,0,0,0,1,1,1
525.208982917,0,1,0,0,0,1,1,1
525.209084583,0,0,0,0,0,1,1,1
525.209122833,0,0,1,0,0,1,1,1
525.210409000,0,0,0,0,0,1,1,1
525.210414042,0,0,0,1,0,1,1,1
525.210572042,0,0,0,0,0,1,1,1
525.210578083,0,0,0,0,1,1,1,1
525.210673708,0,0,0,0,0,1,1,1
525.210679750,0,0,0,0,1,1,1,1
525.210701875,0,0,0,0,0,1,1,1
525.210731083,0,1,0,0,0,1,1,1
525.210832708,0,0,0,0,0,1,1,1
525.210870958,0,0,1,0,0,1,1,1
525.212157208,0,0,0,0,0,1,1,1
525.212162208,0,0,0,1,0,1,1,1
525.212320250,0,0,0,0,0,1,1,1
525.212326292,0,0,0,0,1,1,1,1
525.212421875,0,0,0,0,0,1,1,1
525.212427917,0,0,0,0,1,1,1,1
525.212450083,0,0,0,0,0,1,1,1
525.212479250,0,1,0,0,0,1,1,1
525.212580917,0,0,0,0,0,1,1,1
525.212619125,0,0,1,0,0,1,1,1
525.213905375,0,0,0,0,0,1,1,1
525.213910417,0,0,0,1,0,1,1,1
525.214034208,0,0,0,0,0,1,1,1
525.214040208,0,0,0,0,1,1,1,1
525.214135833,0,0,0,0,0,1,1,1
525.214141875,0,0,0,0,1,1,1,1
525.214164042,0,0,0,0,0,1,1,1
525.214193208,0,1,0,0,0,1,1,1
525.214294875,0,0,0,0,0,1,1,1
525.214333083,0,0,1,0,0,1,1,1
525.215619250,0,0,0,0,0,1,1,1
525.215624292,0,0,0,1,0,1,1,1
525.215780292,0,0,0,0,0,1,1,1
525.215786333,0,0,0,0,1,1,1,1
525.215881917,0,0,0,0,0,1,1,1
525.215887958,0,0,0,0,1,1,1,1
525.215910125,0,0,0,0,0,1,1,1
525.215939292,0,1,0,0,0,1,1,1
525.216040958,0,0,0,0,0,1,1,1
525.216079167,0,0,1,0,0,1,1,1
525.217365333,0,0,0,0,0,1,1,1
525.217370375,0,0,0,1,0,1,1,1
525.217528375,0,0,0,0,0,1,1,1
525.217534417,0,0,0,0,1,1,1,1
525.217630042,0,0,0,0,0,1,1,1
525.217636083,0,0,0,0,1,1,1,1
525.217658208,0,0,0,0,0,1,1,1
525.217687375,0,1,0,0,0,1,1,1
525.217789042,0,0,0,0,0,1,1,1
525.217827292,0,0,1,0,0,1,1,1
525.219113458,0,0,0,0,0,1,1,1
525.219118500,0,0,0,1,0,1,1,1
525.219274500,0,0,0,0,0,1,1,1
525.219280542,0,0,0,0,1,1,1,1
525.219376167,0,0,0,0,0,1,1,1
525.219382208,0,0,0,0,1,1,1,1
525.219404333,0,0,0,0,0,1,1,1
525.219433500,0,1,0,0,0,1,1,1
525.219535167,0,0,0,0,0,1,1,1
525.219573417,0,0,1,0,0,1,1,1
525.220859583,0,0,0,0,0,1,1,1
525.220864625,0,0,0,1,0,1,1,1
525.221022625,0,0,0,0,0,1,1,1
525.221028667,0,0,0,0,1,1,1,1
525.221124250,0,0,0,0,0,1,1,1
525.221130292,0,0,0,0,1,1,1,1
525.221152458,0,0,0,0,0,1,1,1
525.221181625,0,1,0,0,0,1,1,1
525.221283292,0,0,0,0,0,1,1,1
525.221321542,0,0,1,0,0,1,1,1
525.222607750,0,0,0,0,0,1,1,1
525.222612750,0,0,0,1,0,1,1,1
525.222768750,0,0,0,0,0,1,1,1
525.222774792,0,0,0,0,1,1,1,1
525.222870417,0,0,0,0,0,1,1,1
525.222876458,0,0,0,0,1,1,1,1
525.222898583,0,0,0,0,0,1,1,1
525.222927750,0,1,0,0,0,1,1,1
525.223029417,0,0,0,0,0,1,1,1
525.223067667,0,0,1,0,0,1,1,1
525.224353833,0,0,0,0,0,1,1,1
525.224358875,0,0,0,1,0,1,1,1
525.224516875,0,0,0,0,0,1,1,1
525.224522917,0,0,0,0,1,1,1,1
525.224618542,0,0,0,0,0,1,1,1
525.224624583,0,0,0,0,1,1,1,1
525.224646708,0,0,0,0,0,1,1,1
525.224675917,0,1,0,0,0,1,1,1
525.224777542,0,0,0,0,0,1,1,1
525.224815792,0,0,1,0,0,1,1,1
525.226102000,0,0,0,0,0,1,1,1
525.226107042,0,0,0,1,0,1,1,1
525.226263042,0,0,0,0,0,1,1,1
525.226269083,0,0,0,0,1,1,1,1
525.226364667,0,0,0,0,0,1,1,1
525.226370708,0,0,0,0,1,1,1,1
525.226392875,0,0,0,0,0,1,1,1
525.226422042,0,1,0,0,0,1,1,1
525.226523708,0,0,0,0,0,1,1,1
525.226561917,0,0,1,0,0,1,1,1
525.227848125,0,0,0,0,0,1,1,1
525.227853125,0,0,0,1,0,1,1,1
525.228011125,0,0,0,0,0,1,1,1
525.228017167,0,0,0,0,1,1,1,1
525.228112792,0,0,0,0,0,1,1,1
525.228118833,0,0,0,0,1,1,1,1
525.228140958,0,0,0,0,0,1,1,1
525.228170125,0,1,0,0,0,1,1,1
525.228271792,0,0,0,0,0,1,1,1
525.228310042,0,0,1,0,0,1,1,1
525.229596167,0,0,0,0,0,1,1,1
525.229601208,0,0,0,1,0,1,1,1
525.229757208,0,0,0,0,0,1,1,1
525.229763250,0,0,0,0,1,1,1,1
525.229858833,0,0,0,0,0,1,1,1
525.229864875,0,0,0,0,1,1,1,1
525.229887000,0,0,0,0,0,1,1,1
525.229916208,0,1,0,0,0,1,1,1
525.230017833,0,0,0,0,0,1,1,1
525.230056083,0,0,1,0,0,1,1,1
525.231342250,0,0,0,0,0,1,1,1
525.231347292,0,0,0,1,0,1,1,1
525.231505250,0,0,0,0,0,1,1,1
525.231511292,0,0,0,0,1,1,1,1
525.231606917,0,0,0,0,0,1,1,1
525.231612958,0,0,0,0,1,1,1,1
525.231635083,0,0,0,0,0,1,1,1
525.231664292,0,1,0,0,0,1,1,1
525.231765958,0,0,0,0,0,1,1,1
525.231804208,0,0,1,0,0,1,1,1
525.233090333,0,0,0,0,0,1,1,1
525.233095375,0,0,0,1,0,1,1,1
525.233251375,0,0,0,0,0,1,1,1
525.233257375,0,0,0,0,1,1,1,1
525.233353000,0,0,0,0,0,1,1,1
525.233359042,0,0,0,0,1,1,1,1
525.233381167,0,0,0,0,0,1,1,1
525.233410375,0,1,0,0,0,1,1,1
525.233512000,0,0,0,0,0,1,1,1
525.233550250,0,0,1,0,0,1,1,1
525.234836417,0,0,0,0,0,1,1,1
525.234841458,0,0,0,1,0,1,1,1
525.234999458,0,0,0,0,0,1,1,1
525.235005500,0,0,0,0,1,1,1,1
525.235101083,0,0,0,0,0,1,1,1
525.235107125,0,0,0,0,1,1,1,1
525.235129292,0,0,0,0,0,1,1,1
525.235158458,0,1,0,0,0,1,1,1
525.235260125,0,0,0,0,0,1,1,1
525.235298375,0,0,1,0,0,1,1,1
525.236584542,0,0,0,0,0,1,1,1
525.236589583,0,0,0,1,0,1,1,1
525.236745583,0,0,0,0,0,1,1,1
525.236751625,0,0,0,0,1,1,1,1
525.236847250,0,0,0,0,0,1,1,1
525.236853292,0,0,0,0,1,1,1,1
525.236875417,0,0,0,0,0,1,1,1
525.236904625,0,1,0,0,0,1,1,1
525.237006250,0,0,0,0,0,1,1,1
525.237044500,0,0,1,0,0,1,1,1
525.238330750,0,0,0,0,0,1,1,1
525.238335792,0,0,0,1,0,1,1,1
525.238493792,0,0,0,0,0,1,1,1
525.238499792,0,0,0,0,1,1,1,1
525.238595417,0,0,0,0,0,1,1,1
525.238601458,0,0,0,0,1,1,1,1
525.238623583,0,0,0,0,0,1,1,1
525.238652792,0,1,0,0,0,1,1,1
525.238754417,0,0,0,0,0,1,1,1
525.238792667,0,0,1,0,0,1,1,1
525.240078833,0,0,0,0,0,1,1,1
525.240083875,0,0,0,1,0,1,1,1
525.240239875,0,0,0,0,0,1,1,1
525.240245917,0,0,0,0,1,1,1,1
525.240341542,0,0,0,0,0,1,1,1
525.240347583,0,0,0,0,1,1,1,1
525.240369708,0,0,0,0,0,1,1,1
525.240398875,0,1,0,0,0,1,1,1
525.240500542,0,0,0,0,0,1,1,1
525.240538792,0,0,1,0,0,1,1,1
525.241825000,0,0,0,0,0,1,1,1
525.241830042,0,0,0,1,0,1,1,1
525.241988042,0,0,0,0,0,1,1,1
525.241994083,0,0,0,0,1,1,1,1
525.242089708,0,0,0,0,0,1,1,1
525.242095750,0,0,0,0,1,1,1,1
525.242117875,0,0,0,0,0,1,1,1
525.242147083,0,1,0,0,0,1,1,1
525.242248708,0,0,0,0,0,1,1,1
525.242286958,0,0,1,0,0,1,1,1
525.243573208,0,0,0,0,0,1,1,1
525.243578250,0,0,0,1,0,1,1,1
525.243734250,0,0,0,0,0,1,1,1
525.243740250,0,0,0,0,1,1,1,1
525.243835875,0,0,0,0,0,1,1,1
525.243841917,0,0,0,0,1,1,1,1
525.243864042,0,0,0,0,0,1,1,1
525.243893250,0,1,0,0,0,1,1,1
525.243994875,0,0,0,0,0,1,1,1
525.244033125,0,0,1,0,0,1,1,1
525.245319333,0,0,0,0,0,1,1,1
525.245324375,0,0,0,1,0,1,1,1
525.245482375,0,0,0,0,0,1,1,1
525.245488417,0,0,0,0,1,1,1,1
525.245584042,0,0,0,0,0,1,1,1
525.245590042,0,0,0,0,1,1,1,1
525.245612208,0,0,0,0,0,1,1,1
525.245641375,0,1,0,0,0,1,1,1
525.245743042,0,0,0,0,0,1,1,1
525.245781292,0,0,1,0,0,1,1,1
525.247067458,0,0,0,0,0,1,1,1
525.247072500,0,0,0,1,0,1,1,1
525.247228500,0,0,0,0,0,1,1,1
525.247234542,0,0,0,0,1,1,1,1
525.247330125,0,0,0,0,0,1,1,1
525.247336167,0,0,0,0,1,1,1,1
525.247358292,0,0,0,0,0,1,1,1
525.247387500,0,1,0,0,0,1,1,1
525.247489125,0,0,0,0,0,1,1,1
525.247527375,0,0,1,0,0,1,1,1
525.248813500,0,0,0,0,0,1,1,1
525.248818542,0,0,0,1,0,1,1,1
525.248976542,0,0,0,0,0,1,1,1
525.248982583,0,0,0,0,1,1,1,1
525.249078208,0,0,0,0,0,1,1,1
525.249084208,0,0,0,0,1,1,1,1
525.249106375,0,0,0,0,0,1,1,1
525.249135542,0,1,0,0,0,1,1,1
525.249237208,0,0,0,0,0,1,1,1
525.249275417,0,0,1,0,0,1,1,1
525.250561583,0,0,0,0,0,1,1,1
525.250566625,0,0,0,1,0,1,1,1
525.250722583,0,0,0,0,0,1,1,1
525.250728625,0,0,0,0,1,1,1,1
525.250824250,0,0,0,0,0,1,1,1
525.250830292,0,0,0,0,1,1,1,1
525.250852417,0,0,0,0,0,1,1,1
525.250881583,0,1,0,0,0,1,1,1
525.250983250,0,0,0,0,0,1,1,1
525.251021500,0,0,1,0,0,1,1,1
525.252307625,0,0,0,0,0,1,1,1
525.252312667,0,0,0,1,0,1,1,1
525.252470667,0,0,0,0,0,1,1,1
525.252476708,0,0,0,0,1,1,1,1
525.252572292,0,0,0,0,0,1,1,1
525.252578333,0,0,0,0,1,1,1,1
525.252600458,0,0,0,0,0,1,1,1
525.252629667,0,1,0,0,0,1,1,1
525.252731292,0,0,0,0,0,1,1,1
525.252769542,0,0,1,0,0,1,1,1
525.254055708,0,0,0,0,0,1,1,1
525.254060750,0,0,0,1,0,1,1,1
525.254216750,0,0,0,0,0,1,1,1
525.254222750,0,0,0,0,1,1,1,1
525.254318375,0,0,0,0,0,1,1,1
525.254324417,0,0,0,0,1,1,1,1
525.254346542,0,0,0,0,0,1,1,1
525.254375750,0,1,0,0,0,1,1,1
525.254477375,0,0,0,0,0,1,1,1
525.254515625,0,0,1,0,0,1,1,1
525.255801792,0,0,0,0,0,1,1,1
525.255806792,0,0,0,1,0,1,1,1
525.255964833,0,0,0,0,0,1,1,1
525.255970833,0,0,0,0,1,1,1,1
525.256066458,0,0,0,0,0,1,1,1
525.256072500,0,0,0,0,1,1,1,1
525.256094625,0,0,0,0,0,1,1,1
525.256123833,0,1,0,0,0,1,1,1
525.256225458,0,0,0,0,0,1,1,1
525.256263708,0,0,1,0,0,1,1,1
525.257549875,0,0,0,0,0,1,1,1
525.257554917,0,0,0,1,0,1,1,1
525.257712917,0,0,0,0,0,1,1,1
525.257718958,0,0,0,0,1,1,1,1
525.257814542,0,0,0,0,0,1,1,1
525.257820583,0,0,0,0,1,1,1,1
525.257842750,0,0,0,0,0,1,1,1
525.257871917,0,1,0,0,0,1,1,1
525.257973583,0,0,0,0,0,1,1,1
525.258011833,0,0,1,0,0,1,1,1
525.259298000,0,0,0,0,0,1,1,1
525.259303042,0,0,0,1,0,1,1,1
525.259426833,0,0,0,0,0,1,1,1
525.259432875,0,0,0,0,1,1,1,1
525.259528458,0,0,0,0,0,1,1,1
525.259534500,0,0,0,0,1,1,1,1
525.259556667,0,0,0,0,0,1,1,1
525.259585833,0,1,0,0,0,1,1,1
525.259687500,0,0,0,0,0,1,1,1
525.259725750,0,0,1,0,0,1,1,1
525.261011917,0,0,0,0,0,1,1,1
525.261016958,0,0,0,1,0,1,1,1
525.261172917,0,0,0,0,0,1,1,1
525.261178958,0,0,0,0,1,1,1,1
525.261274583,0,0,0,0,0,1,1,1
525.261280625,0,0,0,0,1,1,1,1
525.261302750,0,0,0,0,0,1,1,1
525.261331958,0,1,0,0,0,1,1,1
525.261433583,0,0,0,0,0,1,1,1
525.261471833,0,0,1,0,0,1,1,1
525.262757917,0,0,0,0,0,1,1,1
525.262762958,0,0,0,1,0,1,1,1
525.262920958,0,0,0,0,0,1,1,1
525.262927000,0,0,0,0,1,1,1,1
525.263022583,0,0,0,0,0,1,1,1
525.263028625,0,0,0,0,1,1,1,1
525.263050792,0,0,0,0,0,1,1,1
525.263079958,0,1,0,0,0,1,1,1
525.263181583,0,0,0,0,0,1,1,1
525.263219833,0,0,1,0,0,1,1,1
525.264505917,0,0,0,0,0,1,1,1
525.264510958,0,0,0,1,0,1,1,1
525.264666958,0,0,0,0,0,1,1,1
525.264673000,0,0,0,0,1,1,1,1
525.264768583,0,0,0,0,0,1,1,1
525.264774625,0,0,0,0,1,1,1,1
525.264796750,0,0,0,0,0,1,1,1
525.264825958,0,1,0,0,0,1,1,1
525.264927583,0,0,0,0,0,1,1,1
525.264965833,0,0,1,0,0,1,1,1
525.266251958,0,0,0,0,0,1,1,1
525.266257000,0,0,0,1,0,1,1,1
525.266415000,0,0,0,0,0,1,1,1
525.266421042,0,0,0,0,1,1,1,1
525.266516625,0,0,0,0,0,1,1,1
525.266522667,0,0,0,0,1,1,1,1
525.266544833,0,0,0,0,0,1,1,1
525.266574000,0,1,0,0,0,1,1,1
525.266675667,0,0,0,0,0,1,1,1
525.266713875,0,0,1,0,0,1,1,1
525.268000000,0,0,0,0,0,1,1,1
525.268005042,0,0,0,1,0,1,1,1
525.268161000,0,0,0,0,0,1,1,1
525.268167042,0,0,0,0,1,1,1,1
525.268262667,0,0,0,0,0,1,1,1
525.268268667,0,0,0,0,1,1,1,1
525.268290833,0,0,0,0,0,1,1,1
525.268320000,0,1,0,0,0,1,1,1
525.268421667,0,0,0,0,0,1,1,1
525.268459917,0,0,1,0,0,1,1,1
525.269746000,0,0,0,0,0,1,1,1
525.269751042,0,0,0,1,0,1,1,1
525.269909042,0,0,0,0,0,1,1,1
525.269915083,0,0,0,0,1,1,1,1
525.270010708,0,0,0,0,0,1,1,1
525.270016750,0,0,0,0,1,1,1,1
525.270038875,0,0,0,0,0,1,1,1
525.270068042,0,1,0,0,0,1,1,1
525.270169708,0,0,0,0,0,1,1,1
525.270207958,0,0,1,0,0,1,1,1
525.271494083,0,0,0,0,0,1,1,1
525.271499125,0,0,0,1,0,1,1,1
525.271655083,0,0,0,0,0,1,1,1
525.271661125,0,0,0,0,1,1,1,1
525.271756750,0,0,0,0,0,1,1,1
525.271762750,0,0,0,0,1,1,1,1
525.271784917,0,0,0,0,0,1,1,1
525.271814083,0,1,0,0,0,1,1,1
525.271915750,0,0,0,0,0,1,1,1
525.271954000,0,0,1,0,0,1,1,1
525.273240125,0,0,0,0,0,1,1,1
525.273245167,0,0,0,1,0,1,1,1
525.273403167,0,0,0,0,0,1,1,1
525.273409208,0,0,0,0,1,1,1,1
525.273504833,0,0,0,0,0,1,1,1
525.273510875,0,0,0,0,1,1,1,1
525.273533000,0,0,0,0,0,1,1,1
525.273562167,0,1,0,0,0,1,1,1
525.273663833,0,0,0,0,0,1,1,1
525.273702083,0,0,1,0,0,1,1,1
525.274988208,0,0,0,0,0,1,1,1
525.274993250,0,0,0,1,0,1,1,1
525.275149250,0,0,0,0,0,1,1,1
525.275155292,0,0,0,0,1,1,1,1
525.275250875,0,0,0,0,0,1,1,1
525.275256917,0,0,0,0,1,1,1,1
525.275279042,0,0,0,0,0,1,1,1
525.275308250,0,1,0,0,0,1,1,1
525.275409875,0,0,0,0,0,1,1,1
525.275448125,0,0,1,0,0,1,1,1
525.276734292,0,0,0,0,0,1,1,1
525.276739292,0,0,0,1,0,1,1,1
525.276897333,0,0,0,0,0,1,1,1
525.276903375,0,0,0,0,1,1,1,1
525.276998958,0,0,0,0,0,1,1,1
525.277005000,0,0,0,0,1,1,1,1
525.277027125,0,0,0,0,0,1,1,1
525.277056333,0,1,0,0,0,1,1,1
525.277157958,0,0,0,0,0,1,1,1
525.277196208,0,0,1,0,0,1,1,1
525.278482375,0,0,0,0,0,1,1,1
525.278487417,0,0,0,1,0,1,1,1
525.278697750,0,0,0,0,0,1,1,1
525.278703792,0,0,0,0,1,1,1,1
525.278799417,0,0,0,0,0,1,1,1
525.278805458,0,0,0,0,1,1,1,1
525.278827583,0,0,0,0,0,1,1,1
525.278856792,0,1,0,0,0,1,1,1
525.278958458,0,0,0,0,0,1,1,1
525.278996667,0,0,1,0,0,1,1,1
525.280282833,0,0,0,0,0,1,1,1
525.280287875,0,0,0,1,0,1,1,1
525.280445875,0,0,0,0,0,1,1,1
525.280451917,0,0,0,0,1,1,1,1
525.280547542,0,0,0,0,0,1,1,1
525.280553542,0,0,0,0,1,1,1,1
525.280575708,0,0,0,0,0,1,1,1
525.280604875,0,1,0,0,0,1,1,1
525.280706542,0,0,0,0,0,1,1,1
525.280744792,0,0,1,0,0,1,1,1
525.282030917,0,0,0,0,0,1,1,1
525.282035958,0,0,0,1,0,1,1,1
525.282191917,0,0,0,0,0,1,1,1
525.282197958,0,0,0,0,1,1,1,1
525.282293583,0,0,0,0,0,1,1,1
525.282299625,0,0,0,0,1,1,1,1
525.282321750,0,0,0,0,0,1,1,1
525.282350917,0,1,0,0,0,1,1,1
525.282452583,0,0,0,0,0,1,1,1
525.282490792,0,0,1,0,0,1,1,1
525.283776958,0,0,0,0,0,1,1,1
525.283781958,0,0,0,1,0,1,1,1
525.283939958,0,0,0,0,0,1,1,1
525.283946000,0,0,0,0,1,1,1,1
525.284041583,0,0,0,0,0,1,1,1
525.284047625,0,0,0,0,1,1,1,1
525.284069792,0,0,0,0,0,1,1,1
525.284098958,0,1,0,0,0,1,1,1
525.284200583,0,0,0,0,0,1,1,1
525.284238833,0,0,1,0,0,1,1,1
525.285525000,0,0,0,0,0,1,1,1
525.285530000,0,0,0,1,0,1,1,1
525.285686000,0,0,0,0,0,1,1,1
525.285692042,0,0,0,0,1,1,1,1
525.285787667,0,0,0,0,0,1,1,1
525.285793708,0,0,0,0,1,1,1,1
525.285815833,0,0,0,0,0,1,1,1
525.285845042,0,1,0,0,0,1,1,1
525.285946667,0,0,0,0,0,1,1,1
525.285984917,0,0,1,0,0,1,1,1
525.287271042,0,0,0,0,0,1,1,1
525.287276083,0,0,0,1,0,1,1,1
525.287434083,0,0,0,0,0,1,1,1
525.287440083,0,0,0,0,1,1,1,1
525.287535708,0,0,0,0,0,1,1,1
525.287541750,0,0,0,0,1,1,1,1
525.287563875,0,0,0,0,0,1,1,1
525.287593083,0,1,0,0,0,1,1,1
525.287694708,0,0,0,0,0,1,1,1
525.287732958,0,0,1,0,0,1,1,1
525.289019083,0,0,0,0,0,1,1,1
525.289024083,0,0,0,1,0,1,1,1
525.289180083,0,0,0,0,0,1,1,1
525.289186125,0,0,0,0,1,1,1,1
525.289281708,0,0,0,0,0,1,1,1
525.289287750,0,0,0,0,1,1,1,1
525.289309917,0,0,0,0,0,1,1,1
525.289339083,0,1,0,0,0,1,1,1
525.289440750,0,0,0,0,0,1,1,1
525.289478958,0,0,1,0,0,1,1,1
525.290765125,0,0,0,0,0,1,1,1
525.290770125,0,0,0,1,0,1,1,1
525.290928167,0,0,0,0,0,1,1,1
525.290934167,0,0,0,0,1,1,1,1
525.291029792,0,0,0,0,0,1,1,1
525.291035833,0,0,0,0,1,1,1,1
525.291057958,0,0,0,0,0,1,1,1
525.291087125,0,1,0,0,0,1,1,1
525.291188792,0,0,0,0,0,1,1,1
525.291227042,0,0,1,0,0,1,1,1
525.292513208,0,0,0,0,0,1,1,1
525.292518250,0,0,0,1,0,1,1,1
525.292674208,0,0,0,0,0,1,1,1
525.292680250,0,0,0,0,1,1,1,1
525.292775875,0,0,0,0,0,1,1,1
525.292781917,0,0,0,0,1,1,1,1
525.292804042,0,0,0,0,0,1,1,1
525.292833250,0,1,0,0,0,1,1,1
525.292934875,0,0,0,0,0,1,1,1
525.292973125,0,0,1,0,0,1,1,1
525.294259333,0,0,0,0,0,1,1,1
525.294264375,0,0,0,1,0,1,1,1
525.294422375,0,0,0,0,0,1,1,1
525.294428417,0,0,0,0,1,1,1,1
525.294524000,0,0,0,0,0,1,1,1
525.294530042,0,0,0,0,1,1,1,1
525.294552167,0,0,0,0,0,1,1,1
525.294581375,0,1,0,0,0,1,1,1
525.294683000,0,0,0,0,0,1,1,1
525.294721250,0,0,1,0,0,1,1,1
525.296007417,0,0,0,0,0,1,1,1
525.296012417,0,0,0,1,0,1,1,1
525.296222750,0,0,0,0,0,1,1,1
525.296228792,0,0,0,0,1,1,1,1
525.296324417,0,0,0,0,0,1,1,1
525.296330417,0,0,0,0,1,1,1,1
525.296352583,0,0,0,0,0,1,1,1
525.296381750,0,1,0,0,0,1,1,1
525.296483417,0,0,0,0,0,1,1,1
525.296521667,0,0,1,0,0,1,1,1
525.297807833,0,0,0,0,0,1,1,1
525.297812875,0,0,0,1,0,1,1,1
525.298025250,0,0,0,0,0,1,1,1
525.298031292,0,0,0,0,1,1,1,1
525.298126875,0,0,0,0,0,1,1,1
525.298132917,0,0,0,0,1,1,1,1
525.298155042,0,0,0,0,0,1,1,1
525.298184250,0,1,0,0,0,1,1,1
525.298285875,0,0,0,0,0,1,1,1
525.298324125,0,0,1,0,0,1,1,1
525.299610333,0,0,0,0,0,1,1,1
525.299615333,0,0,0,1,0,1,1,1
525.299771333,0,0,0,0,0,1,1,1
525.299777375,0,0,0,0,1,1,1,1
525.299873000,0,0,0,0,0,1,1,1
525.299879042,0,0,0,0,1,1,1,1
525.299901167,0,0,0,0,0,1,1,1
525.299930375,0,1,0,0,0,1,1,1
525.300032000,0,0,0,0,0,1,1,1
525.300070250,0,0,1,0,0,1,1,1
525.301356458,0,0,0,0,0,1,1,1
525.301361458,0,0,0,1,0,1,1,1
525.301519500,0,0,0,0,0,1,1,1
525.301525500,0,0,0,0,1,1,1,1
525.301621125,0,0,0,0,0,1,1,1
525.301627167,0,0,0,0,1,1,1,1
525.301649292,0,0,0,0,0,1,1,1
525.301678500,0,1,0,0,0,1,1,1
525.301780125,0,0,0,0,0,1,1,1
525.301818375,0,0,1,0,0,1,1,1
525.303104583,0,0,0,0,0,1,1,1
525.303109625,0,0,0,1,0,1,1,1
525.303267625,0,0,0,0,0,1,1,1
525.303273667,0,0,0,0,1,1,1,1
525.303369292,0,0,0,0,0,1,1,1
525.303375333,0,0,0,0,1,1,1,1
525.303397458,0,0,0,0,0,1,1,1
525.303426667,0,1,0,0,0,1,1,1
525.303528292,0,0,0,0,0,1,1,1
